tanggal,t2m_c,u10,v10,tp_mm
2018-01-01,26.8267,1.7987,0.8417,15.8692
2018-01-02,26.7146,0.6705,0.751,5.9667
2018-01-03,26.7301,0.4406,-0.0483,23.4615
2018-01-04,26.2798,1.1283,1.0238,39.9425
2018-01-05,25.5465,1.5287,1.2576,27.484
2018-01-06,25.7538,2.2731,1.2055,12.6046
2018-01-07,25.9444,1.8495,0.4922,3.4897
2018-01-08,25.394,1.0748,-0.3561,24.6817
2018-01-09,25.1434,0.369,-0.7149,41.5448
2018-01-10,26.0475,1.6785,-0.9349,21.7014
2018-01-11,26.4373,2.9876,0.8836,6.2746
2018-01-12,26.2021,1.5554,-0.939,3.0891
2018-01-13,25.959,2.1131,-0.5341,6.0839
2018-01-14,24.9435,2.2767,0.4013,22.0748
2018-01-15,24.8456,2.7382,1.1054,34.5682
2018-01-16,24.5088,2.4994,0.8742,18.3152
2018-01-17,25.2673,1.8466,0.4031,16.4273
2018-01-18,25.0808,2.0216,-0.0791,32.2549
2018-01-19,24.9276,2.7976,1.2849,35.6861
2018-01-20,25.1474,3.0565,1.6675,21.3892
2018-01-21,25.9213,3.0466,1.3566,8.8649
2018-01-22,25.2061,2.772,0.8487,19.7797
2018-01-23,25.5969,1.4625,-0.6661,24.8851
2018-01-24,26.134,2.182,0.0745,18.3258
2018-01-25,25.9844,3.0865,1.0416,6.8234
2018-01-26,25.6689,3.0096,0.9863,12.1573
2018-01-27,26.468,2.6208,-0.0184,8.1974
2018-01-28,25.3355,4.2648,0.7312,25.7313
2018-01-29,24.1057,3.2044,0.8297,55.679
2018-01-30,24.8265,3.2955,0.7469,34.6588
2018-01-31,25.6775,2.3713,-0.1139,14.2144
2018-02-01,26.0193,1.9598,-0.0606,16.0481
2018-02-02,26.0095,2.1297,-0.9958,12.5602
2018-02-03,25.9007,1.8771,-1.2637,14.7328
2018-02-04,25.3423,1.2634,-0.7378,14.3206
2018-02-05,25.0382,1.5774,0.0497,18.7633
2018-02-06,24.6028,1.5056,-0.7499,40.596
2018-02-07,24.8919,1.5117,-0.7234,27.7794
2018-02-08,24.7191,1.6083,-0.7543,42.7329
2018-02-09,24.9093,2.2673,-0.5661,42.7926
2018-02-10,25.0132,1.9729,-0.458,20.9964
2018-02-11,25.2503,1.5263,-0.6372,15.4635
2018-02-12,24.7942,1.6877,-0.8079,41.7388
2018-02-13,25.4872,1.5797,-0.5596,23.359
2018-02-14,25.2408,1.9066,-0.141,25.9749
2018-02-15,24.3411,2.1847,0.3039,51.2448
2018-02-16,25.632,2.1762,0.2898,24.5074
2018-02-17,25.0301,2.2334,0.0018,20.066
2018-02-18,25.5673,1.3303,0.1696,24.1504
2018-02-19,25.5254,1.5506,-0.1674,34.4027
2018-02-20,25.5853,1.6218,-0.5174,35.9378
2018-02-21,25.3951,1.0821,-0.2565,31.876
2018-02-22,25.4209,0.5818,-0.361,19.8073
2018-02-23,25.1939,0.9437,-0.3401,23.0711
2018-02-24,25.5131,0.7297,-0.6337,22.6338
2018-02-25,25.5625,0.7694,-0.2283,20.1625
2018-02-26,24.8224,0.3677,-0.5086,33.0102
2018-02-27,25.6511,0.7889,-0.4881,17.2804
2018-02-28,25.154,0.3954,-0.147,30.667
2018-03-01,25.516,0.1824,-0.3364,48.8386
2018-03-02,26.536,0.0691,-0.6773,25.652
2018-03-03,25.9106,0.0428,-0.2221,23.4692
2018-03-04,25.5515,0.6972,0.0497,24.7164
2018-03-05,25.0185,0.3705,0.1772,33.8955
2018-03-06,25.4496,0.9598,0.0031,27.0763
2018-03-07,25.5718,1.4481,-0.0245,31.5812
2018-03-08,25.2808,1.2139,-0.3953,30.1718
2018-03-09,25.7828,1.2105,-0.2878,29.9935
2018-03-10,25.3868,1.2103,-0.1721,23.7672
2018-03-11,24.8464,1.7956,-0.369,56.8205
2018-03-12,25.2,2.0547,-0.1707,51.7242
2018-03-13,25.1003,1.5977,0.0345,22.0021
2018-03-14,26.1277,0.8227,0.1233,10.5126
2018-03-15,26.5179,0.621,0.7789,6.7487
2018-03-16,26.1096,-0.0944,0.0648,14.1688
2018-03-17,26.1588,0.1711,0.1741,18.0805
2018-03-18,25.6246,0.0999,0.1894,8.9267
2018-03-19,25.6302,0.5281,-0.3335,15.67
2018-03-20,26.1972,0.9288,-0.1419,16.5522
2018-03-21,25.77,2.7349,1.2504,11.1848
2018-03-22,25.2717,1.4669,0.2755,29.5716
2018-03-23,25.8922,0.9982,0.3347,19.9511
2018-03-24,25.6085,1.8415,1.1695,19.1774
2018-03-25,25.8318,1.8256,0.9273,16.8421
2018-03-26,25.1093,1.5358,0.131,44.5946
2018-03-27,25.2417,1.0393,0.2532,44.9552
2018-03-28,25.8118,0.9299,0.1167,17.825
2018-03-29,26.0804,1.1098,0.5548,7.9689
2018-03-30,26.4774,1.9424,0.5629,3.5529
2018-03-31,26.2716,2.3565,0.4967,7.8727
2018-04-01,26.0621,1.955,0.2135,15.1176
2018-04-02,25.5212,1.631,-0.0687,16.6297
2018-04-03,25.7497,0.9171,-0.3635,29.1767
2018-04-04,26.1825,-0.0375,-0.1597,25.2207
2018-04-05,26.1394,-0.4994,0.2487,9.8349
2018-04-06,26.3568,-1.0374,0.302,11.3518
2018-04-07,25.8026,-0.7605,0.0049,26.845
2018-04-08,25.0382,-1.6022,0.085,34.9958
2018-04-09,25.0132,-0.5495,-0.1369,28.939
2018-04-10,26.211,-0.9151,0.178,9.2143
2018-04-11,26.6151,-0.9265,0.1647,2.364
2018-04-12,26.354,-1.098,-0.2493,9.102
2018-04-13,26.4687,-1.1656,0.2686,17.9815
2018-04-14,26.3333,-0.1997,0.1938,33.114
2018-04-15,26.19,-0.1423,0.1737,19.3159
2018-04-16,26.1545,-0.0644,0.0174,9.1746
2018-04-17,26.2292,-0.1628,-0.1704,9.4863
2018-04-18,25.8762,-0.1227,0.333,15.784
2018-04-19,26.0128,-0.0373,0.1214,12.4601
2018-04-20,26.2618,-0.0372,0.0322,10.9548
2018-04-21,26.019,-0.4837,0.0471,13.0805
2018-04-22,26.1233,-0.9607,0.2716,13.0593
2018-04-23,25.1665,-0.5896,0.204,21.4461
2018-04-24,25.5052,-0.718,0.2087,31.5438
2018-04-25,25.523,-0.6449,-0.0223,28.0659
2018-04-26,25.2873,-1.6432,0.0646,36.9979
2018-04-27,25.6061,-1.9126,-0.5017,37.5044
2018-04-28,26.5678,-1.0572,0.0569,14.9565
2018-04-29,26.6247,-0.6376,-0.0009,2.4107
2018-04-30,26.3532,-1.0478,-0.0026,2.099
2018-05-01,26.2336,-1.0586,0.1514,1.0181
2018-05-02,26.0782,-0.6983,0.2066,0.4809
2018-05-03,25.9326,-0.123,0.5463,3.5411
2018-05-04,26.1305,-0.2805,0.436,6.2054
2018-05-05,26.6825,-1.3353,-0.0317,3.2168
2018-05-06,27.053,-1.7821,0.1969,0.9025
2018-05-07,26.6541,-1.4653,0.1258,0.0972
2018-05-08,26.5885,-1.0203,0.0112,0.9228
2018-05-09,26.5433,-1.275,-0.0593,0.9534
2018-05-10,26.466,-1.3571,0.1981,1.2092
2018-05-11,26.4142,-1.2802,0.0691,0.9415
2018-05-12,26.5484,-0.4595,-0.2216,0.3144
2018-05-13,27.3952,-1.0118,-0.297,0.369
2018-05-14,27.3493,-1.1466,-0.2313,0.4237
2018-05-15,26.8251,-1.1701,-0.0081,3.64
2018-05-16,26.6703,-0.7608,0.0136,28.5398
2018-05-17,26.3162,-0.3767,0.1398,21.8515
2018-05-18,25.8274,-0.976,-0.0914,11.126
2018-05-19,24.9776,-0.5884,0.0743,21.4654
2018-05-20,26.1887,-0.5338,-0.3743,11.1344
2018-05-21,26.4338,-1.4072,-0.2115,3.7771
2018-05-22,26.9074,-1.6369,-0.0345,5.9518
2018-05-23,25.6029,-0.8134,-0.3653,34.1918
2018-05-24,25.725,-0.9303,0.481,20.7891
2018-05-25,25.9413,-1.1699,0.2127,16.3995
2018-05-26,25.924,-0.5324,0.2388,18.1245
2018-05-27,26.2138,0.7396,0.1747,10.2841
2018-05-28,26.0481,-0.3784,0.1406,6.4244
2018-05-29,26.2877,-0.5162,-0.0265,3.3233
2018-05-30,26.3906,0.8413,-0.4902,3.3685
2018-05-31,26.6317,-0.2656,-0.1952,2.7086
2018-06-01,25.8471,0.574,0.1934,1.3971
2018-06-02,26.1053,-1.3122,-0.2968,5.4949
2018-06-03,26.5638,-1.389,-0.2282,3.7278
2018-06-04,26.8662,-1.6293,-0.1626,1.506
2018-06-05,26.8387,-0.628,-0.3329,2.3013
2018-06-06,26.7306,-0.4572,-0.2764,3.6644
2018-06-07,26.4687,0.1143,0.109,3.6049
2018-06-08,26.294,-0.2306,0.2003,4.1024
2018-06-09,26.8147,-0.0314,0.0974,3.1347
2018-06-10,26.9104,-0.2453,-0.1818,3.1664
2018-06-11,27.0179,-0.0659,0.0736,2.1991
2018-06-12,26.7047,-0.6009,0.1922,10.5806
2018-06-13,26.8853,-0.4379,-0.2595,6.5346
2018-06-14,26.9622,-0.0411,-0.3412,2.3329
2018-06-15,25.7058,0.3651,0.1153,5.8579
2018-06-16,26.8133,-1.6835,-0.0447,2.6487
2018-06-17,27.0231,-1.9722,0.0472,0.862
2018-06-18,26.4743,-1.9484,0.1951,2.1607
2018-06-19,26.4358,-0.5383,0.0046,0.9199
2018-06-20,27.356,-1.9979,-0.3846,1.2449
2018-06-21,27.0974,-2.2709,-0.1355,1.9968
2018-06-22,26.2509,-1.0029,0.0328,9.1215
2018-06-23,25.9281,-0.073,-0.2494,10.7367
2018-06-24,25.2834,0.6436,-0.222,26.1812
2018-06-25,24.451,0.1605,0.5985,63.9243
2018-06-26,24.5491,-0.1852,0.1942,33.2639
2018-06-27,25.3065,-0.1769,-0.1894,5.0355
2018-06-28,25.1821,-0.5941,-0.0369,4.1108
2018-06-29,25.5796,0.4276,-0.092,1.6998
2018-06-30,25.5613,0.0193,0.0419,1.7522
2018-07-01,25.6004,-0.7552,-0.2699,0.8551
2018-07-02,25.5097,-0.7598,-0.2354,0.2882
2018-07-03,25.571,0.1114,-0.2962,0.7167
2018-07-04,26.1244,0.1849,-0.2204,0.5792
2018-07-05,25.6108,0.8264,0.2757,3.3146
2018-07-06,24.4349,-0.106,0.1157,1.449
2018-07-07,24.6212,-0.1622,-0.159,0.0039
2018-07-08,26.0498,-0.4189,-0.1106,0.0167
2018-07-09,26.4636,0.0924,-0.358,0.1132
