tanggal,t2m_c,u10,v10,tp_mm
2018-01-01,26.5681,-1.2589,0.3097,26.8175
2018-01-02,26.9456,-1.5112,0.265,24.8953
2018-01-03,27.0851,0.283,-0.2784,12.4896
2018-01-04,26.5277,0.0778,-0.9885,31.1413
2018-01-05,25.5795,1.0097,-0.7561,54.8559
2018-01-06,25.289,1.2013,-0.8927,52.1296
2018-01-07,26.0681,1.9206,-0.8142,31.49
2018-01-08,25.5477,2.1157,-1.3382,45.9644
2018-01-09,24.8462,2.21,-1.7065,61.4314
2018-01-10,25.7256,2.4787,-2.9672,23.8256
2018-01-11,25.4586,1.5343,-3.0226,26.1568
2018-01-12,25.2155,1.8566,-2.8233,34.549
2018-01-13,24.7799,1.3864,-1.4515,51.4065
2018-01-14,24.8488,1.3227,-0.4941,70.35
2018-01-15,25.5041,1.9953,-0.5502,29.7691
2018-01-16,25.7178,1.3791,0.5152,13.3152
2018-01-17,24.4579,1.8742,-0.9383,47.6199
2018-01-18,24.5137,2.2555,-1.3242,59.8846
2018-01-19,24.2912,1.805,-1.1598,75.0852
2018-01-20,24.0843,1.3266,-1.4157,204.012
2018-01-21,24.4906,1.9299,-1.8093,83.27
2018-01-22,24.6825,1.7264,-2.2606,47.4625
2018-01-23,25.7111,3.541,-1.7342,18.8622
2018-01-24,25.9561,3.8346,-1.6547,11.1596
2018-01-25,26.1646,3.4233,-2.4692,11.6755
2018-01-26,25.5162,3.3335,-3.5641,26.4895
2018-01-27,25.6172,3.5678,-3.4033,32.599
2018-01-28,25.3474,4.2788,-3.504,40.6159
2018-01-29,26.3283,3.2205,-4.9438,33.0204
2018-01-30,25.9653,3.7724,-3.2999,23.1704
2018-01-31,25.1215,3.234,-2.9165,24.1052
2018-02-01,25.4057,2.9042,-2.4728,22.4235
2018-02-02,25.5081,3.1759,-1.9794,15.3572
2018-02-03,25.6671,2.856,-0.778,10.0717
2018-02-04,25.857,1.9808,0.8146,8.9749
2018-02-05,26.207,2.0617,1.253,10.1106
2018-02-06,26.36,2.425,1.6442,9.5257
2018-02-07,25.7067,2.1452,0.6341,16.0799
2018-02-08,26.203,2.4081,0.8518,10.5489
2018-02-09,26.2871,1.9371,1.1369,6.3588
2018-02-10,26.4041,2.2331,0.3189,3.6823
2018-02-11,26.4588,2.9418,0.0617,5.267
2018-02-12,26.3508,3.573,-0.3542,6.7895
2018-02-13,26.592,2.9249,0.4374,9.9454
2018-02-14,25.536,2.9546,-1.3525,12.941
2018-02-15,25.2005,2.1872,-2.9055,24.5901
2018-02-16,24.6876,1.6157,-3.0313,32.553
2018-02-17,26.2786,1.2844,-3.8946,16.6066
2018-02-18,26.1853,1.8016,-3.3104,13.0754
2018-02-19,26.4149,1.8252,-2.3809,4.5538
2018-02-20,26.3371,1.1275,-0.9409,4.8595
2018-02-21,26.3278,1.5787,-1.0409,16.3774
2018-02-22,26.1697,1.2408,-0.498,28.504
2018-02-23,26.4306,2.3138,-0.1658,20.3563
2018-02-24,25.6566,1.692,0.0565,26.7352
2018-02-25,25.2454,1.8645,-0.0835,33.2779
2018-02-26,25.3282,1.5758,-0.4291,41.8407
2018-02-27,25.5738,1.1994,-0.6647,20.9722
2018-02-28,26.3341,0.9728,-0.2719,8.1652
2018-03-01,26.2446,1.2822,-1.0179,10.1686
2018-03-02,26.5468,1.2727,0.4061,8.9112
2018-03-03,26.6086,1.616,-0.7964,11.9674
2018-03-04,26.6037,1.4788,0.1375,9.0117
2018-03-05,26.2158,1.4379,-0.1218,19.9693
2018-03-06,25.9871,1.7295,0.7644,25.0931
2018-03-07,26.0972,2.0736,-0.8783,28.2091
2018-03-08,25.7058,2.649,-1.6565,15.4619
2018-03-09,25.6514,2.4443,-1.776,12.308
2018-03-10,25.8098,1.7688,-1.4682,9.1205
2018-03-11,25.6718,0.4689,-0.9421,27.203
2018-03-12,26.303,0.7315,0.4905,19.4819
2018-03-13,26.0896,0.3429,0.8181,23.2838
2018-03-14,25.2343,-0.0924,1.4087,65.1615
2018-03-15,25.8254,0.781,-0.008,31.978
2018-03-16,26.8232,0.0792,0.5683,4.8136
2018-03-17,26.5988,1.6551,-0.8171,6.2883
2018-03-18,26.522,2.6693,-2.2199,6.3763
2018-03-19,26.4785,1.0482,-1.4403,3.1966
2018-03-20,26.5945,-0.0307,-0.1747,14.0148
2018-03-21,26.6023,0.2238,0.3575,13.812
2018-03-22,26.1861,1.8196,0.1065,30.1258
2018-03-23,26.9026,1.8034,0.912,11.9752
2018-03-24,26.8942,1.7757,0.47,9.8088
2018-03-25,26.5639,2.0477,-0.79,9.6261
2018-03-26,26.5781,2.9251,-0.8587,6.5432
2018-03-27,26.8353,2.5101,-0.0278,7.5032
2018-03-28,26.1861,1.8388,-0.0667,27.6488
2018-03-29,25.886,1.0685,-0.48,18.0777
2018-03-30,25.6349,-0.182,-0.3648,22.4864
2018-03-31,25.9464,0.3927,-0.3502,24.9375
2018-04-01,26.8711,-0.5487,1.5563,8.9636
2018-04-02,27.1455,0.3821,0.6365,12.1848
2018-04-03,26.5107,-0.212,0.9606,19.1521
2018-04-04,26.9014,0.3018,-0.0711,9.3949
2018-04-05,26.7386,0.3212,-0.0113,5.5079
2018-04-06,26.8164,-0.3687,-0.0642,3.6678
2018-04-07,26.8609,-0.8466,0.3115,11.7553
2018-04-08,26.8376,-1.7563,0.8756,5.5368
2018-04-09,26.8533,-1.4881,1.0849,0.8847
2018-04-10,27.0547,-1.4028,0.4009,5.7468
2018-04-11,27.0654,-1.5985,0.6677,5.5295
2018-04-12,27.3197,-2.1229,0.9501,3.5657
2018-04-13,27.4497,-2.3792,0.6416,1.1104
2018-04-14,27.527,-2.1523,0.6417,2.3289
2018-04-15,27.0925,-2.3949,0.8378,4.0757
2018-04-16,26.7086,-3.2424,0.7541,7.3331
