tanggal,t2m_c,u10,v10,tp_mm
2020-01-01,26.4047,0.9802,-1.5134,43.8273
2020-01-02,25.875,1.9521,-1.1696,51.411
2020-01-03,26.1921,2.3927,-1.7619,40.2048
2020-01-04,26.218,0.7819,-3.6084,36.2531
2020-01-05,25.8618,2.2767,-4.7568,41.8449
2020-01-06,26.8219,2.5728,-4.1209,19.9076
2020-01-07,27.0468,2.3184,-3.1019,6.6188
2020-01-08,26.9786,1.8617,-2.3414,6.2023
2020-01-09,26.7799,2.3648,-1.6012,4.2581
2020-01-10,26.7509,3.5797,-1.3238,6.4924
2020-01-11,25.6103,3.5895,-1.1928,43.9416
2020-01-12,26.6528,2.6441,-2.8023,25.6694
2020-01-13,27.0384,0.4618,-2.2252,6.6194
2020-01-14,26.6177,0.5626,-0.0299,39.4503
2020-01-15,26.2046,1.534,-0.1951,40.6516
2020-01-16,26.7098,1.7334,-0.2307,33.6988
2020-01-17,26.4576,1.9217,-0.9842,28.7468
2020-01-18,26.3998,2.4671,-1.7276,31.8125
2020-01-19,26.4513,2.8547,-1.5568,28.3938
2020-01-20,26.5408,3.2286,-2.4821,13.571
2020-01-21,26.2408,2.6016,-3.2498,9.982
2020-01-22,26.4073,2.4953,-2.2589,11.0122
2020-01-23,26.3671,2.7845,-1.9735,11.2305
2020-01-24,26.826,2.394,-1.5131,9.2221
2020-01-25,26.9372,2.2946,-1.081,12.9062
2020-01-26,27.2843,1.6703,-0.304,13.0402
2020-01-27,27.6561,1.8628,0.5096,14.2502
2020-01-28,28.0185,2.5449,0.2828,4.9971
2020-01-29,27.981,3.3138,-0.6746,0.263
2020-01-30,27.1407,2.619,-2.5766,4.7665
2020-01-31,26.9176,2.2641,-2.6496,11.2184
2020-02-01,26.6199,2.0934,-2.0996,14.6
2020-02-02,26.459,2.2223,-1.8933,14.8835
2020-02-03,26.8062,3.278,-0.7908,10.2415
2020-02-04,27.399,3.6264,-1.6754,3.5189
2020-02-05,27.1924,1.9749,-2.9305,3.1056
2020-02-06,27.7766,0.6497,-2.3084,2.9792
2020-02-07,27.0271,0.8599,-2.4257,30.474
2020-02-08,26.7608,1.6854,-1.9784,31.7876
2020-02-09,26.0475,2.4233,-1.5878,33.6406
2020-02-10,25.9147,2.6908,-2.1452,47.9216
2020-02-11,25.3472,2.0834,-1.7665,34.9332
2020-02-12,25.86,2.0801,-1.2094,30.8436
2020-02-13,26.2944,2.0989,-1.3966,28.7386
2020-02-14,26.954,1.7969,-0.9671,24.5099
2020-02-15,26.8795,1.8671,0.1218,26.2046
2020-02-16,27.4024,2.0604,-0.3312,17.9698
2020-02-17,27.0564,2.2071,-0.3528,14.3853
2020-02-18,26.3616,2.6139,-1.1273,22.8236
2020-02-19,26.1471,2.5822,-1.9755,23.8741
2020-02-20,26.1871,2.1412,-2.3838,22.7203
2020-02-21,25.8172,2.4501,-1.3175,30.5796
2020-02-22,26.5449,2.0524,-2.4262,17.7574
2020-02-23,27.0854,1.6831,-3.165,8.2079
2020-02-24,27.0203,1.3253,-2.6822,4.7309
2020-02-25,27.2898,2.0998,-1.4655,4.8168
2020-02-26,27.2685,3.041,-1.3091,8.2433
2020-02-27,26.763,3.6842,-1.7331,9.5579
2020-02-28,26.2474,3.8866,-2.6838,19.6872
2020-02-29,26.8549,2.0326,-4.0788,11.2414
2020-03-01,26.8322,2.2017,-2.7926,14.6618
2020-03-02,27.1514,3.1156,-1.5398,12.351
2020-03-03,26.5227,3.0799,-0.9658,20.7229
2020-03-04,26.0945,2.0002,-0.0335,29.2206
2020-03-05,26.2067,1.817,-0.7145,31.7755
2020-03-06,25.3651,1.7109,-0.3191,67.9618
2020-03-07,25.6264,1.9638,-0.7874,70.7395
2020-03-08,25.8578,1.6925,-1.0005,59.7664
2020-03-09,25.6044,0.8516,-0.8036,57.7048
2020-03-10,26.1149,0.4287,-0.9838,38.9368
2020-03-11,26.7992,0.7412,-1.3723,27.2835
2020-03-12,26.1151,1.1655,-0.6588,48.4237
2020-03-13,27.1289,0.819,0.8982,25.3223
2020-03-14,27.4376,1.1997,0.7721,7.1248
2020-03-15,27.1723,0.7469,0.2028,5.3848
2020-03-16,26.7681,-0.5848,-0.0067,12.3761
2020-03-17,27.0015,-0.19,-0.2199,7.1356
2020-03-18,27.3138,-2.4424,0.4223,3.3556
2020-03-19,27.0562,-2.9049,0.5802,2.2031
2020-03-20,27.1338,-2.3156,0.2178,8.1729
2020-03-21,25.9455,-2.3078,0.5398,28.7783
2020-03-22,26.8956,-1.0289,0.2446,12.5385
2020-03-23,26.8729,-1.715,1.1363,1.803
2020-03-24,27.1126,-0.3492,0.376,1.0166
2020-03-25,26.3827,-0.3747,0.8642,26.0466
2020-03-26,26.6523,-1.1238,-0.2696,25.1594
2020-03-27,26.1405,-0.7858,-0.3369,63.8477
2020-03-28,26.5432,-2.0845,0.839,31.0305
2020-03-29,27.3106,-1.7562,1.2275,7.3297
2020-03-30,27.3699,-2.1724,1.2567,1.5817
2020-03-31,27.6878,-1.008,0.8691,1.2632
2020-04-01,27.4268,-0.3711,0.2061,4.6335
2020-04-02,27.3412,-0.8163,0.5836,4.0112
2020-04-03,27.5476,-0.1924,0.3679,6.5122
2020-04-04,27.5338,0.3468,0.4427,4.6647
2020-04-05,27.6406,0.8935,0.5921,8.2249
2020-04-06,27.1162,-0.6824,0.788,25.6791
2020-04-07,26.6626,-1.8621,0.7357,21.2494
2020-04-08,26.1064,-0.7267,-0.0168,22.7429
2020-04-09,26.495,-0.8513,0.6319,19.668
2020-04-10,26.8376,-1.4235,0.9445,6.3843
2020-04-11,25.3178,-1.6916,0.4731,16.2257
2020-04-12,25.7978,0.5128,-0.3928,24.1677
2020-04-13,26.2878,-0.6395,-0.1337,28.8876
2020-04-14,26.3537,-2.4853,0.425,39.2902
2020-04-15,26.5722,-3.3795,0.3905,19.3447
2020-04-16,26.1874,-3.1455,0.0571,16.2757
2020-04-17,26.9955,-1.0832,-0.1695,13.7017
2020-04-18,27.0944,-1.8989,0.1479,5.4508
2020-04-19,27.0894,-1.7492,0.5205,3.4253
2020-04-20,27.4425,-2.5722,0.6506,1.4634
2020-04-21,27.0595,-3.0545,0.6256,1.3608
2020-04-22,27.3125,-3.3116,0.7002,0.3673
2020-04-23,26.9218,-3.8023,0.9211,0.2417
2020-04-24,27.432,-4.0591,0.5045,0.3773
2020-04-25,27.1241,-3.8294,1.4052,1.1286
2020-04-26,26.8865,-3.1407,0.9343,1.3744
2020-04-27,26.9508,-2.2985,1.1046,0.6247
2020-04-28,26.7652,-2.7309,1.4126,0.1673
2020-04-29,26.6722,-1.9799,1.1591,0.0659
2020-04-30,27.0296,-1.3628,0.8422,0.5967
2020-05-01,27.0136,-1.7563,1.0595,1.4522
2020-05-02,27.3162,-4.0337,0.6266,1.4243
2020-05-03,27.1794,-4.5634,1.4182,0.9318
2020-05-04,27.2663,-4.104,1.2532,0.2381
2020-05-05,27.2587,-4.2053,1.0242,1.6171
2020-05-06,26.7535,-3.4397,0.8672,13.853
2020-05-07,26.8917,-3.7972,0.6203,6.9436
2020-05-08,26.7265,-3.9503,0.7463,0.2893
2020-05-09,26.5635,-3.9062,0.9142,0.8856
2020-05-10,26.6915,-3.6657,0.7226,0.5009
2020-05-11,26.3883,-3.2727,0.8066,3.3464
2020-05-12,26.7454,-4.3904,1.1661,3.8025
2020-05-13,26.9705,-4.3824,1.5605,1.5311
2020-05-14,27.1904,-4.4861,1.3538,0.2647
2020-05-15,26.5364,-5.0031,1.1295,4.0317
2020-05-16,26.6862,-4.9611,1.1112,3.3865
2020-05-17,26.9449,-4.9632,0.6958,4.0124
2020-05-18,26.1124,-4.2323,0.6289,15.4477
2020-05-19,25.6663,-3.8421,1.1543,17.4354
2020-05-20,26.392,-4.5805,2.6453,8.4307
2020-05-21,25.6457,-4.4402,0.871,10.5206
2020-05-22,24.457,-4.1933,1.2339,22.1879
2020-05-23,24.5396,-4.922,1.0614,20.7478
2020-05-24,25.02,-4.2176,0.4568,8.52
2020-05-25,26.0358,-1.0786,-0.4256,4.964
2020-05-26,25.9031,-0.4401,-0.6633,5.5284
2020-05-27,25.5344,-0.6052,-0.1015,15.7968
2020-05-28,25.7064,-1.4227,0.2906,26.9611
2020-05-29,26.2109,-2.3829,0.0259,8.7931
2020-05-30,25.9938,-2.8903,0.5892,0.2065
2020-05-31,25.9147,-3.6096,0.7976,0.0015
2020-06-01,26.3297,-4.1387,0.9697,0.0129
2020-06-02,26.0877,-4.1839,0.702,0.439
2020-06-03,25.588,-5.1327,1.0953,0.9333
2020-06-04,25.7793,-4.8542,1.2267,0.4358
2020-06-05,25.5768,-4.8466,1.6455,0.2904
2020-06-06,25.2882,-4.1079,1.7508,0.1347
2020-06-07,25.0559,-2.6492,0.6692,0.0263
2020-06-08,25.9894,-2.7199,0.9892,0.1023
2020-06-09,25.985,-3.9089,0.5638,0.2019
2020-06-10,26.2806,-4.4136,1.289,0.1387
2020-06-11,26.4472,-3.1093,0.8765,0.051
2020-06-12,26.2565,-2.8808,0.5899,1.5815
2020-06-13,26.4144,-3.3698,0.9122,0.492
2020-06-14,26.4138,-3.9233,1.4263,0.1231
2020-06-15,26.6286,-4.1214,1.4409,0.0389
2020-06-16,25.9247,-4.2563,1.1261,2.8088
2020-06-17,26.1139,-5.5856,1.001,2.5482
2020-06-18,26.1534,-5.5214,1.5131,0.7934
2020-06-19,26.0925,-5.2421,1.7818,0.6726
2020-06-20,26.0532,-4.7521,1.2826,0.4583
2020-06-21,26.1681,-4.2118,0.9728,0.4453
2020-06-22,25.9464,-4.1357,0.7326,0.3928
2020-06-23,25.8717,-4.5134,1.4221,0.172
2020-06-24,25.2178,-4.1074,1.3504,0.8554
